ID_INGREDIENT;ID_COCKTAIL;Quantite;Ordre
136;612;2;1
136;613;2;6
178;613;33;5
76;613;5;4
97;613;2;3
118;613;2;2
43;613;2;1
171;614;5;7
23;614;15;6
158;614;1;5
133;614;2;4
125;614;2;3
118;614;2;2
67;614;2;1
595;615;4;4
275;615;3;3
44;615;2;2
82;615;2;1
20;616;2;5
91;616;3;4
106;616;1;3
97;616;2;2
216;616;1;1
16;617;1;4
140;617;1;3
628;738;2;2
76;617;5;2
27;618;2;4
76;618;2;3
18;618;2;2
132;618;2;1
139;1073;2;3
154;619;1;6
1;875;2;2
275;619;4;5
133;619;3;4
122;619;4;3
21;757;1;1
28;619;4;2
132;1083;3;3
21;619;1;1
76;749;30;1
122;620;3;6
133;620;3;5
76;620;4;4
171;440;10;7
132;753;40;1
219;620;3;3
275;620;3;2
21;620;1;1
60;621;70;2
27;621;70;1
834;730;6;1
168;622;10;4
64;622;3;3
154;622;2;2
133;622;10;1
133;623;2;5
119;623;2;4
132;623;2;3
181;624;33;5
76;624;4;4
13;624;5;3
110;624;5;2
136;625;2;6
110;625;4;5
17;625;1;4
2;625;2;3
18;625;5;2
52;625;2;1
171;626;20;6
1;626;3;5
121;626;2;4
414;870;1;1
102;626;3;3
132;626;3;2
235;626;2;1
171;627;5;5
23;627;25;4
131;627;3;3
132;627;3;2
67;627;2;1
134;628;2;8
17;628;1;7
23;628;15;6
18;628;2;5
84;628;2;4
136;628;2;3
133;628;2;2
48;628;2;1
166;629;33;5
67;629;2;4
109;629;2;3
1;629;4;2
76;629;5;1
181;630;50;5
47;630;4;4
133;630;4;3
130;630;4;2
27;630;8;1
64;631;30;5
152;631;10;4
28;631;40;3
27;631;40;2
47;1073;2;1
39;631;30;1
132;637;10;1
27;632;8;6
130;632;8;5
76;632;8;4
82;632;4;3
62;632;2;2
67;632;2;1
177;633;50;7
109;633;4;6
130;633;5;5
76;633;5;4
18;633;4;3
132;633;3;2
47;633;4;1
181;634;25;9
171;634;25;8
46;634;2;7
82;634;3;6
76;634;7;5
139;634;3;4
39;634;4;3
891;1073;1;12
15;634;6;2
102;634;3;1
166;635;25;10
181;635;25;9
62;635;2;8
130;635;1;7
97;635;4;6
76;635;4;5
27;635;4;4
109;635;4;3
133;635;4;2
96;635;2;1
177;636;100;10
180;636;100;9
136;636;6;8
28;636;6;7
82;636;8;6
27;636;12;5
57;636;2;4
132;636;12;3
134;378;10;8
60;636;4;2
651;1073;1;11
39;636;8;1
878;637;5;7
448;701;1;8
39;637;20;6
438;1073;1;10
133;637;10;5
27;637;10;4
76;637;10;3
18;637;10;2
159;638;3;9
136;638;5;8
172;638;10;7
23;638;150;6
115;638;10;5
133;638;10;4
122;638;10;3
132;638;10;2
46;638;8;1
159;639;3;9
23;639;150;8
84;639;5;7
96;639;5;6
27;639;6;5
139;639;5;4
76;639;6;3
132;639;6;2
136;639;5;1
23;225;10;9
98;640;2;5
368;1028;1;1
459;640;25;4
27;640;5;3
76;640;5;2
46;640;2;1
177;641;20;6
169;641;10;5
171;1073;5;9
39;641;4;4
113;641;2;3
136;641;2;2
132;641;6;1
16;642;1;6
140;642;1;5
97;642;4;4
105;642;2;3
13;642;4;2
166;643;20;6
169;643;10;5
2;643;2;4
137;643;4;3
132;643;4;2
48;643;2;1
181;644;20;5
97;644;3;4
27;644;5;3
136;644;2;2
57;644;2;1
146;645;1;6
18;645;4;5
133;645;4;4
119;645;1;3
448;704;1;7
103;1140;4;2
39;645;4;2
21;645;1;1
172;646;15;6
175;646;15;5
76;646;2;4
84;646;3;3
646;646;3;2
68;646;2;1
571;647;2;9
162;647;5;8
23;647;10;7
460;647;1;6
76;647;3;5
172;648;5;6
411;648;1;5
411;916;1;5
82;917;1;4
83;917;2;3
98;649;1;6
181;649;15;5
166;649;15;4
76;649;5;3
121;649;3;2
62;649;2;1
23;650;25;5
76;650;3;4
97;650;2;3
121;650;3;2
62;650;2;1
175;651;20;6
122;651;3;5
18;651;2;4
76;651;3;3
132;651;2;2
46;651;2;1
448;652;1;6
16;652;1;5
140;652;1;4
97;652;3;3
134;653;2;5
154;653;1;4
139;653;3;3
18;653;3;2
62;653;2;1
172;654;20;5
109;654;2;4
123;654;2;3
27;654;6;2
50;654;2;1
878;655;1;5
84;655;5;4
97;655;2;3
123;655;3;2
48;655;2;1
167;656;15;6
166;656;15;5
132;656;3;4
106;656;4;3
637;656;2;2
67;656;2;1
646;766;3;3
245;766;8;2
48;766;3;1
67;976;2;1
468;760;1;7
177;658;33;6
133;658;4;5
2;658;2;4
27;658;4;3
136;658;2;2
47;658;2;1
134;659;2;7
166;659;33;6
103;659;2;5
84;659;3;4
76;659;3;3
102;659;2;2
33;659;2;1
275;660;4;4
133;660;2;3
132;660;4;2
49;660;2;1
860;661;1;5
76;661;4;4
139;661;2;3
137;661;2;2
61;661;2;1
171;662;5;5
23;662;25;4
48;662;2;3
133;662;2;2
27;662;2;1
891;663;1;6
98;663;2;5
169;663;33;4
109;663;2;3
76;663;3;2
136;663;2;1
30;664;1;6
23;664;5;5
461;664;1;4
18;664;3;3
470;1373;1;3
275;1373;4;2
98;446;2;7
53;799;1;1
23;666;25;4
133;666;3;3
118;666;2;2
48;666;2;1
103;667;3;6
166;667;25;5
39;667;4;4
64;704;2;1
101;667;2;3
76;667;5;2
56;667;2;1
106;668;2;5
546;1033;1;2
76;668;3;4
82;668;2;3
13;668;2;2
105;668;2;1
23;669;15;6
17;669;1;5
2;669;2;4
132;669;2;3
48;669;2;2
76;669;3;1
480;670;1;6
105;617;2;1
133;670;3;5
39;670;4;4
28;670;2;3
76;670;3;2
15;670;2;1
459;671;20;6
97;671;2;5
76;671;3;4
18;671;3;3
132;671;3;2
46;671;2;1
459;672;15;6
175;672;15;5
76;672;3;4
18;672;3;3
132;672;3;2
67;672;2;1
891;673;1;5
166;673;33;4
76;673;6;3
1;673;2;2
132;673;2;1
55;947;2;1
176;674;20;5
27;674;5;4
82;674;5;3
123;674;2;2
60;674;2;1
106;675;4;3
82;675;4;2
55;675;4;1
140;675;1;8
83;675;2;7
84;675;8;6
225;675;8;5
23;676;25;6
17;676;1;5
139;676;2;4
27;676;3;3
82;676;2;2
68;676;2;1
166;677;35;4
167;677;15;3
35;677;2;2
43;677;2;1
98;1479;1;8
98;678;2;4
181;678;20;3
1;678;5;2
27;678;5;1
17;679;1;4
108;679;3;3
76;679;7;2
47;679;2;1
136;680;2;7
121;680;2;6
158;680;1;5
76;680;3;4
133;680;2;3
275;680;4;2
438;1083;1;9
67;680;2;1
651;1083;1;8
171;681;25;6
27;681;4;5
39;681;4;4
448;617;1;5
102;681;4;3
43;681;2;2
171;682;10;7
177;682;20;6
139;682;2;5
136;682;2;4
132;682;3;3
97;682;2;2
47;682;2;1
166;683;33;5
1;683;3;4
109;683;2;3
84;683;5;2
67;683;2;1
167;684;20;5
76;684;6;4
97;684;2;3
102;684;2;2
43;684;2;1
176;685;3;7
159;685;1;6
136;685;2;5
132;685;3;4
76;685;3;3
97;685;2;2
32;685;2;1
116;686;2;7
98;686;2;6
1;686;3;5
76;686;5;4
18;686;5;3
84;686;6;2
2;686;3;1
166;687;15;6
167;687;10;5
133;687;4;4
76;687;4;3
13;687;3;2
40;687;2;1
134;688;2;7
23;688;15;6
17;688;1;5
139;688;2;4
76;688;3;3
133;688;2;2
60;688;2;1
23;689;8;7
636;689;1;6
130;689;2;5
122;689;2;4
132;689;3;3
139;689;3;2
68;689;2;1
103;690;2;7
23;690;13;6
154;690;1;5
76;690;5;4
133;690;3;3
137;690;2;2
49;690;2;1
891;691;1;6
16;616;1;6
154;691;1;5
116;691;3;4
76;691;4;3
64;691;2;2
438;692;1;9
651;692;1;8
159;692;1;7
96;692;2;6
139;692;2;5
130;692;2;4
76;692;3;3
154;693;1;6
76;693;4;5
101;693;2;4
110;693;2;3
139;693;2;2
43;693;2;1
861;694;1;7
154;948;1;5
109;694;2;6
1;694;2;5
132;694;3;4
76;694;5;3
67;694;2;2
448;695;1;7
16;695;1;6
448;958;1;8
16;958;1;7
20;695;1;5
84;695;4;4
637;695;3;3
97;695;3;2
98;696;2;7
17;696;1;6
121;696;2;5
132;696;3;4
84;696;3;3
118;696;2;2
68;696;2;1
111;697;2;8
130;697;4;7
1;697;4;6
102;697;5;5
76;697;5;4
82;697;3;3
109;697;3;2
46;697;2;1
167;698;10;7
27;698;4;6
76;1300;4;3
67;698;2;5
109;698;2;4
1;698;2;3
76;698;4;2
136;699;2;6
175;699;25;5
133;699;3;4
27;699;6;3
171;232;5;6
275;699;2;2
68;699;1;1
448;700;1;9
16;700;1;8
20;700;1;7
102;700;2;6
83;700;5;5
132;700;3;4
97;700;2;3
13;700;2;2
140;701;1;6
84;701;3;4
97;701;2;3
106;701;3;2
55;701;2;1
154;702;1;4
76;702;5;3
116;702;2;2
118;702;3;1
140;703;1;5
387;491;1;8
82;703;2;4
27;703;3;3
28;703;3;2
64;703;3;1
16;704;1;6
140;704;1;5
20;704;1;4
105;704;2;3
132;704;5;2
159;705;1;5
122;705;3;4
76;705;5;3
133;705;4;2
48;705;2;1
651;706;1;6
171;706;25;5
131;706;3;4
132;706;5;3
137;706;2;2
166;707;12;7
101;707;5;6
84;707;5;5
76;707;5;4
133;707;5;3
275;707;4;2
76;1076;4;3
136;707;2;1
651;708;1;7
96;708;2;6
23;708;5;5
462;708;1;4
133;709;4;5
123;709;2;4
97;709;2;3
102;1051;2;3
39;709;4;2
136;709;2;1
140;710;1;5
83;710;2;4
97;710;2;3
76;710;5;2
216;710;2;1
154;711;1;4
76;711;10;3
110;711;3;2
43;711;2;1
218;1505;2;1
150;712;1;6
76;712;4;5
18;712;2;4
133;712;4;3
216;520;2;1
39;712;4;2
110;712;2;1
27;1511;6;3
76;1511;8;2
32;1511;3;1
1;714;1;2
116;714;1;1
1;715;8;2
33;715;2;1
35;1300;2;1
483;716;1;3
423;716;1;2
637;716;1;1
67;717;2;3
109;717;2;2
1;717;4;1
132;478;2;1
83;477;15;1
225;476;20;1
40;4;3;1
133;719;2;4
819;1454;2;1
27;719;3;3
132;719;3;2
39;719;4;1
35;919;2;1
438;719;1;9
651;719;1;8
171;719;2;7
172;720;15;5
571;720;4;4
48;720;2;3
370;1028;1;3
275;720;2;2
595;720;4;1
27;1234;10;2
168;721;5;8
132;721;4;7
133;721;8;6
76;721;8;5
2;721;4;4
122;721;4;3
446;889;1;9
39;721;4;2
438;722;1;8
651;722;1;7
171;722;20;6
139;722;2;5
137;722;2;4
132;722;5;3
82;723;2;1
482;724;1;3
146;725;1;2
132;725;3;1
365;331;5;6
23;221;10;9
175;201;5;5
108;727;2;5
438;728;1;8
651;728;1;7
166;728;20;6
109;728;4;5
137;728;2;4
154;313;1;9
166;717;28;6
168;729;25;5
64;729;3;4
225;729;5;3
132;1097;4;2
154;1370;1;5
448;100;1;7
136;1370;2;4
118;732;2;4
98;733;2;5
166;733;30;4
39;733;2;3
102;733;4;2
27;733;5;1
411;734;1;5
275;734;2;4
133;734;3;3
132;734;4;2
43;734;2;1
21;198;1;1
177;735;25;3
271;735;10;2
43;512;2;4
39;735;4;1
181;736;80;5
275;736;15;4
76;736;15;3
130;736;15;2
67;736;10;1
651;760;1;8
130;737;2;5
76;737;4;4
18;737;4;3
39;737;4;2
874;737;3;1
460;1081;1;6
91;1506;3;6
411;829;1;6
275;829;3;5
97;829;2;4
27;829;3;3
277;829;5;2
868;347;1;3
40;347;3;2
235;347;4;1
137;1370;3;3
387;485;1;7
76;1268;3;2
101;194;4;2
35;378;2;2
235;378;3;1
111;375;5;2
35;375;2;1
123;374;5;2
43;374;10;1
18;377;10;2
132;377;10;1
161;621;300;3
665;740;1;7
181;1259;5;8
130;740;4;6
136;740;2;5
76;740;3;4
275;740;3;3
60;740;3;2
12;573;3;6
130;742;2;5
28;742;2;4
27;742;2;3
101;742;3;2
56;742;2;1
23;743;25;6
17;743;1;5
76;743;4;4
122;743;3;3
103;743;3;2
219;743;2;1
102;749;20;4
136;749;20;3
133;751;15;6
137;751;15;5
136;751;25;4
76;751;25;3
35;751;10;2
53;751;10;1
277;748;35;6
109;748;15;5
133;748;15;4
2;748;15;3
46;748;10;2
49;748;10;1
27;752;90;3
758;750;2;1
275;752;40;2
60;750;70;3
27;750;70;2
634;1211;1;11
76;1045;4;3
36;1047;2;2
166;266;33;6
76;1047;10;1
130;754;5;7
109;754;5;6
132;754;5;5
133;754;5;4
76;754;10;3
27;754;10;2
225;754;10;1
38;755;10;7
133;755;20;6
162;755;10;5
125;755;10;4
275;755;20;3
76;755;20;2
448;1393;1;6
16;1393;1;5
140;1393;1;4
97;1393;2;3
365;757;20;6
350;757;3;5
275;757;20;4
64;757;20;3
76;1504;5;3
109;1504;3;2
140;1064;1;5
413;757;40;2
27;759;2;4
67;759;2;3
1;759;2;2
109;759;2;1
133;760;2;6
102;760;2;5
167;761;30;4
27;761;3;3
571;761;2;2
35;761;2;1
275;762;3;5
113;762;2;4
122;762;2;3
21;731;1;1
438;922;1;10
1;765;25;1
593;569;3;1
146;767;1;2
245;767;8;1
131;1052;2;2
109;1115;2;2
133;286;2;2
131;286;3;1
131;1161;2;2
171;918;10;7
50;1097;2;1
84;1141;6;2
21;368;1;1
55;281;2;1
76;772;40;5
133;772;15;4
111;772;15;3
108;772;15;2
35;772;15;1
277;1523;5;2
35;1523;2;1
171;773;2;9
136;773;2;8
23;773;15;7
17;773;1;6
76;773;3;5
82;773;2;4
102;773;2;3
103;773;2;2
49;773;2;1
133;774;80;2
275;774;20;1
76;1393;8;2
554;1292;1;2
816;1292;1;1
133;924;2;2
131;924;3;1
18;943;3;2
67;776;2;5
216;1407;2;1
275;776;4;4
614;1023;1;1
166;776;5;3
177;776;5;2
380;776;4;1
180;777;15;4
60;777;2;3
76;777;3;2
136;777;2;1
136;755;10;1
868;778;1;2
13;778;8;1
131;1353;4;2
874;1353;2;1
27;780;2;2
277;780;6;1
154;781;1;7
133;781;2;6
466;1045;4;1
109;1519;3;2
133;783;3;2
132;783;4;1
27;784;2;2
277;784;6;1
27;785;6;2
55;785;2;1
133;246;2;2
49;246;2;1
35;943;2;1
35;1161;2;1
32;922;2;1
235;1115;2;1
48;789;2;2
21;789;1;1
30;1141;4;1
62;1052;2;1
1;937;1;1
438;158;1;7
177;792;25;3
166;792;25;2
218;792;4;1
21;793;1;4
275;793;3;3
152;793;1;2
61;793;2;1
30;794;2;5
154;794;2;4
275;794;3;3
891;1509;1;7
438;1294;1;7
651;1294;1;6
308;796;20;3
67;796;1;2
61;796;2;1
181;797;10;4
166;797;10;3
33;797;2;2
61;797;2;1
181;798;10;5
176;798;10;4
67;798;1;3
64;798;1;2
61;798;2;1
23;799;10;6
27;799;10;5
460;799;1;4
21;799;1;3
275;799;2;2
91;800;4;5
237;800;1;4
119;800;2;3
275;800;4;2
237;801;2;4
91;801;10;3
275;801;4;2
119;801;3;1
181;802;76;5
109;802;6;4
130;802;6;3
132;802;8;2
43;802;4;1
154;803;3;6
133;803;6;5
97;803;4;4
123;803;4;3
275;803;8;2
136;803;4;1
154;804;2;5
76;804;15;4
111;804;4;3
108;804;4;2
35;804;4;1
878;805;3;4
137;805;10;3
134;805;10;2
76;805;10;1
17;806;75;4
109;806;9;3
130;806;9;2
277;1356;5;2
17;807;3;5
132;807;9;4
109;807;6;3
102;807;6;2
43;807;4;1
166;808;76;8
130;808;4;7
96;808;2;6
109;808;2;5
76;808;4;4
27;808;4;3
82;808;4;2
49;808;4;1
23;809;75;4
130;809;10;3
122;809;10;2
43;809;5;1
154;810;3;7
44;810;4;6
275;810;8;5
130;810;4;4
136;810;5;3
76;810;15;2
21;810;1;1
166;811;72;5
50;811;4;4
275;811;8;3
136;811;8;2
110;811;8;1
234;812;4;2
154;812;1;1
237;1449;1;1
162;1452;20;3
146;813;1;2
483;813;4;1
464;1030;15;1
55;1038;2;1
152;814;1;4
661;814;5;3
312;814;2;2
311;814;2;1
438;402;1;9
1;815;30;3
109;815;20;2
67;815;20;1
762;1393;1;7
27;816;60;2
275;816;40;1
387;490;1;6
109;1565;3;2
76;1564;7;2
132;1048;4;2
97;1048;4;1
21;681;1;1
20;818;1;5
1;818;3;4
133;818;2;3
21;819;1;1
275;820;4;3
15;820;5;2
412;820;2;1
134;518;2;1
39;519;4;2
47;519;2;1
152;822;1;3
275;822;2;2
82;822;5;1
152;823;1;4
275;823;4;3
82;823;8;2
21;823;1;1
152;824;1;4
171;824;5;3
275;824;4;2
82;824;4;1
365;825;13;5
275;825;4;4
363;825;2;3
28;825;8;2
364;825;2;1
275;826;4;6
365;826;10;5
364;826;2;4
363;826;2;3
133;826;3;2
350;827;1;6
365;827;3;5
364;827;4;4
413;827;8;3
76;1142;2;2
275;827;4;2
132;826;4;1
818;1452;1;2
458;1452;3;1
168;1451;10;5
275;1451;4;4
438;183;1;8
651;183;1;7
109;937;2;2
109;1042;2;2
44;1042;2;1
76;1318;40;1
76;930;2;3
76;910;3;2
1;415;3;3
458;1354;2;1
422;835;4;4
76;835;6;3
83;835;15;2
275;549;4;2
21;549;1;1
235;551;2;1
139;980;2;2
139;1454;2;5
131;1454;2;4
76;1454;4;3
122;1454;2;2
651;1010;1;2
438;1010;1;1
16;839;1;4
11;839;1;3
271;839;8;2
105;839;5;1
181;918;20;8
131;722;2;2
275;463;4;6
101;463;2;5
271;463;5;4
27;463;3;3
64;463;2;2
21;463;1;1
166;323;20;5
18;947;2;4
96;323;2;4
109;323;2;3
277;323;6;2
154;324;1;5
130;324;4;4
125;324;2;3
76;324;6;2
38;324;2;1
17;843;1;2
255;843;4;1
275;844;4;2
38;844;2;1
102;1239;20;2
113;850;2;8
438;846;1;6
651;846;1;5
23;846;15;4
636;846;1;3
180;847;20;6
275;847;4;5
76;847;4;4
27;428;4;1
133;847;3;3
115;847;2;2
704;850;2;7
571;849;1;2
1;849;1;1
216;491;2;1
91;1138;6;1
546;851;1;4
64;851;2;3
416;851;4;2
234;851;2;1
130;760;2;4
137;760;2;3
27;760;3;2
64;1371;4;2
468;1069;1;1
275;37;4;2
21;37;1;1
132;727;4;2
38;727;2;1
68;323;2;1
44;142;4;1
83;166;3;1
380;853;8;2
21;853;1;1
68;722;2;1
47;158;2;1
67;855;2;4
109;855;2;3
1;855;2;2
380;855;4;1
55;424;2;1
27;856;5;3
133;856;5;2
275;856;3;1
275;857;4;3
46;857;2;2
133;857;2;1
878;857;1;5
380;857;5;4
171;858;5;7
23;858;15;6
17;858;1;5
110;858;3;4
380;858;4;3
275;858;4;2
55;858;2;1
134;859;3;5
169;859;5;4
438;148;1;10
714;1212;1;17
109;859;2;3
175;860;20;6
27;860;6;5
139;860;2;4
133;860;2;3
275;860;3;2
269;619;2;7
68;860;2;1
23;861;33;5
64;861;4;4
275;861;4;3
380;861;6;2
21;861;1;1
438;947;1;11
172;697;12;9
891;707;1;8
133;1268;3;3
677;863;1;4
677;865;1;3
1;865;15;2
275;1560;4;1
308;875;25;4
878;876;1;3
275;876;4;2
28;876;4;1
237;330;1;6
438;877;1;8
651;877;1;7
177;877;30;6
161;878;25;5
154;878;1;4
275;878;3;3
133;878;3;2
181;879;15;5
171;879;10;4
172;879;15;3
62;879;2;2
68;879;2;1
166;880;5;8
17;880;1;7
106;880;3;6
271;880;4;5
275;880;4;4
111;880;2;3
448;1051;1;9
64;880;2;2
448;881;1;6
16;881;1;5
140;881;1;4
387;487;1;6
91;881;2;3
83;881;4;2
171;882;27;6
97;882;2;5
76;882;4;4
13;882;4;3
46;882;2;2
121;882;2;1
177;883;28;6
76;883;6;5
275;911;4;3
275;883;4;4
97;883;2;3
115;883;2;2
55;883;2;1
172;884;30;5
97;884;2;4
76;884;6;3
13;884;2;2
68;884;2;1
109;1564;3;5
897;1564;2;4
275;1564;4;3
7;1033;1;4
459;886;30;5
44;886;2;4
255;886;2;3
269;886;4;2
97;886;2;1
171;887;20;5
97;887;2;4
133;887;2;3
27;887;8;2
46;887;2;1
237;888;1;3
275;888;4;2
97;888;6;1
651;889;1;8
171;889;16;7
133;889;5;6
96;889;3;5
131;889;3;4
84;889;5;3
76;889;5;2
68;889;2;1
16;701;1;7
448;132;1;8
12;890;1;3
132;890;2;2
82;890;2;1
166;891;55;4
109;891;5;3
111;891;5;2
130;891;5;1
172;1515;10;7
171;1515;25;6
47;1513;2;6
877;1513;1;5
101;1513;2;4
275;1513;3;3
133;1513;2;2
27;1513;6;1
867;1512;20;6
132;1512;4;5
882;1517;1;5
38;1517;2;4
275;1517;3;3
413;1517;6;2
21;1517;1;1
177;1516;10;4
882;1516;1;3
76;1516;6;2
136;1516;2;1
275;1345;3;1
646;1515;2;5
97;1515;2;4
18;1507;8;2
68;1507;2;1
166;1506;5;5
237;1506;1;4
38;416;2;1
116;1512;3;4
102;1512;2;3
113;1512;2;2
30;1512;2;1
132;1511;4;4
134;1509;2;6
459;1509;20;5
76;1509;8;4
269;1509;4;2
271;1508;6;1
56;899;5;2
166;899;35;2
177;899;30;1
166;900;60;3
40;900;5;2
67;900;5;1
166;901;35;5
162;901;10;4
167;901;15;3
43;901;5;2
35;901;5;1
92;849;1;3
859;1505;1;6
109;1505;2;5
137;1505;3;4
76;1505;3;3
181;441;20;6
275;877;4;3
21;827;1;1
21;904;1;1
365;1135;15;6
21;869;1;6
139;1137;2;2
459;905;30;3
275;905;2;2
235;905;4;1
237;907;1;3
275;907;2;2
21;907;1;1
651;908;1;6
237;908;1;5
131;908;2;4
275;908;4;3
84;908;6;2
234;911;4;2
106;911;4;1
156;912;1;7
102;912;2;6
269;912;2;5
139;912;2;4
136;912;2;3
137;912;2;2
53;912;2;1
92;913;1;2
116;913;2;1
44;1284;2;1
102;914;1;2
132;914;2;1
109;929;3;3
181;915;15;7
130;915;10;6
27;915;10;5
76;915;10;4
101;915;3;3
133;915;3;2
56;915;2;1
171;60;30;4
234;917;1;2
106;917;1;1
130;918;2;6
76;918;2;5
139;918;2;4
131;918;2;3
133;918;2;2
44;918;2;1
651;919;1;7
20;919;1;6
102;919;2;5
109;919;2;4
76;919;2;3
97;919;3;2
860;920;1;6
132;920;4;5
18;920;2;4
84;920;2;3
115;920;2;2
38;920;2;1
175;921;15;8
27;921;3;7
132;921;3;6
76;921;6;5
82;921;4;4
2;921;3;3
122;921;3;2
68;921;2;1
651;922;1;9
98;922;2;8
154;922;1;7
130;922;2;6
76;922;5;5
131;922;2;4
275;922;4;3
101;922;2;2
181;923;10;9
168;923;5;8
115;923;2;7
166;923;10;6
123;923;2;5
133;923;2;4
275;923;4;3
132;923;2;2
30;923;2;1
136;923;2;11
108;923;2;10
438;924;1;9
651;924;1;8
98;924;2;7
76;924;4;6
154;924;1;5
132;924;2;4
115;924;2;3
162;925;15;8
133;925;4;7
122;925;4;6
76;925;8;5
27;925;8;4
121;925;4;3
275;925;4;2
438;518;1;9
176;1511;5;10
156;1511;1;9
169;872;5;4
82;872;3;3
417;872;4;2
414;872;1;1
387;927;1;5
16;927;1;4
11;927;1;3
226;927;8;2
91;928;2;7
180;928;27;6
275;928;3;5
76;928;4;4
123;928;2;3
97;928;2;2
133;1142;2;4
132;1142;3;3
23;929;25;6
181;930;30;7
102;930;3;6
130;930;2;5
27;930;2;4
91;931;2;6
177;931;15;5
166;931;15;4
109;931;2;3
27;931;5;2
47;931;2;1
91;932;10;6
177;932;35;5
109;932;5;4
166;932;35;3
47;932;5;2
27;932;10;1
181;933;15;5
275;933;5;4
76;933;15;3
130;933;15;2
91;934;4;5
23;934;20;4
162;934;5;3
13;934;2;2
46;934;2;1
438;935;1;8
651;935;1;7
159;935;1;6
132;935;4;5
133;935;2;4
139;935;2;3
162;936;15;8
121;936;2;7
132;936;8;6
76;936;8;5
84;936;8;4
139;936;2;3
133;936;2;2
48;936;2;1
438;937;1;8
651;937;1;7
171;937;20;6
131;937;2;5
76;937;2;4
76;1238;40;3
152;938;1;5
100;937;1;3
171;938;10;4
595;938;6;3
275;938;3;2
21;938;1;1
83;1251;30;2
91;939;3;4
167;939;30;3
269;939;2;2
106;939;3;1
438;940;1;11
651;940;1;10
12;940;2;9
23;940;10;8
130;940;2;6
76;940;2;4
131;940;2;3
133;940;2;2
48;940;2;1
181;941;20;3
156;941;2;2
62;941;4;1
166;942;20;7
171;942;10;6
275;942;4;5
137;942;2;4
132;942;2;3
76;942;5;2
438;943;1;8
651;943;1;7
166;943;15;6
177;943;15;5
131;943;2;4
27;943;5;3
7;944;1;6
177;944;10;5
133;944;3;4
132;944;4;3
275;944;4;2
47;944;2;1
102;929;2;5
405;945;1;5
275;945;3;4
64;945;3;3
27;945;6;2
21;945;1;1
658;946;1;6
233;946;1;5
275;946;4;4
64;946;2;3
27;946;8;2
50;376;2;1
76;948;2;4
269;948;2;3
131;948;3;2
47;948;2;1
154;949;1;4
275;949;4;3
139;949;4;2
269;949;5;1
177;950;15;4
180;950;15;3
84;950;4;2
269;950;4;1
83;1407;2;3
134;951;2;5
16;703;1;6
159;951;1;4
269;951;5;3
108;951;3;2
38;951;2;1
12;952;2;4
154;952;1;3
269;952;3;2
116;952;5;1
237;953;1;4
234;953;2;3
27;953;4;2
269;953;2;1
237;954;1;5
76;954;4;4
122;954;2;3
133;954;2;2
422;954;2;1
38;1343;2;1
166;955;33;5
27;955;3;4
109;955;3;3
234;955;2;2
57;955;2;1
166;956;33;4
416;956;3;3
109;956;3;2
269;956;3;1
16;957;1;7
140;957;1;6
97;957;2;5
106;957;2;4
133;957;3;3
84;957;3;2
422;957;2;1
16;228;1;6
105;526;2;1
225;652;3;1
132;260;2;1
13;958;3;5
76;958;3;4
109;958;2;3
102;958;2;2
55;958;2;1
20;959;1;5
130;959;2;4
131;959;2;3
76;959;3;2
171;959;3;1
27;415;4;1
13;960;2;5
1;960;2;4
84;960;3;3
167;960;10;2
103;960;3;1
16;961;1;6
143;961;1;5
637;961;2;4
416;961;2;3
423;961;2;2
133;961;2;1
16;962;1;5
140;962;1;4
91;962;5;3
102;962;3;2
13;962;2;1
651;963;1;7
20;963;1;6
35;963;2;5
133;963;2;4
171;963;3;3
76;963;4;2
446;964;1;7
20;964;1;6
172;964;3;5
97;964;2;4
27;964;3;3
38;964;2;2
446;965;1;8
651;965;1;7
20;965;1;6
49;965;2;5
122;965;2;4
2;965;2;3
103;965;4;2
16;966;1;6
143;966;1;5
422;966;2;4
271;966;4;3
416;966;4;2
651;967;1;6
20;967;1;5
109;967;3;4
1;967;3;3
27;967;3;2
30;967;2;1
131;963;2;1
139;964;3;1
76;965;3;1
106;966;3;1
651;968;1;6
20;968;1;5
172;968;3;4
97;968;2;3
136;968;2;2
269;968;3;1
271;969;4;2
423;969;3;1
448;969;1;7
143;969;1;6
16;969;1;5
133;969;2;4
448;973;1;5
438;611;1;8
651;611;1;7
98;1268;2;5
446;971;1;5
651;971;1;4
20;971;1;3
446;974;1;5
448;972;1;5
16;972;1;4
143;972;2;3
16;973;1;4
140;973;2;3
40;973;1;2
651;974;1;4
20;974;2;3
40;974;2;2
448;975;1;5
16;975;1;4
140;975;2;3
40;975;2;2
438;976;1;5
651;976;1;4
20;976;2;3
16;1406;1;4
438;760;1;9
767;1408;1;8
11;1406;1;3
35;1409;3;1
446;978;1;5
651;978;1;4
171;978;15;3
20;978;1;2
438;979;1;11
651;979;1;10
175;979;5;9
636;979;1;8
102;979;2;7
139;979;2;6
116;979;2;5
438;980;1;11
651;980;1;10
131;980;2;9
171;980;5;8
23;980;15;7
17;980;1;6
27;980;2;5
76;980;2;4
132;980;2;3
448;981;1;5
16;981;1;4
143;981;2;3
167;981;3;2
446;982;1;5
651;982;1;4
427;982;2;3
40;982;2;2
169;971;15;2
446;983;1;5
651;983;1;4
427;983;2;3
56;983;2;2
446;984;1;5
651;984;1;4
427;984;2;3
